date,startup,industry,sub_industry,city,investment_type,amount_usd,amount_usd_clean,investment_type_grouped
30/08/2016,iAugmentor Labs,technology,Assessment & Learning Platform,gurgaon,seed funding,"1,49,000",149000.0,seed
30/08/2016,DayBox,consumer internet,Fruit & Vegetable Delivery platform,new delhi,seed funding,"1,04,000",104000.0,seed
30/08/2016,Paytm,ecommerce,Mobile Wallet & ECommerce platform,bangalore,private equity,"6,00,00,000",60000000.0,private_equity
30/08/2016,CropIn,technology,Agriculture Technology Solutions,bangalore,private equity,"20,00,000",2000000.0,private_equity
30/08/2016,Canvera,consumer internet,Photographer Discovery & Information platform,bangalore,private equity,"30,00,000",3000000.0,private_equity
31/08/2016,Flyrobe,ecommerce,Online fashion rental platform,mumbai,private equity,"53,00,000",5300000.0,private_equity
01/07/2016,Venture Catalysts,consumer internet,Seed Investment & Innovation Platform,mumbai,seed funding,"5,00,000",500000.0,seed
02/07/2016,Playment,consumer internet,Mobile Marketplace for Crowdsourced Work,bangalore,private equity,"7,00,000",700000.0,private_equity
04/07/2016,Curefit,consumer internet,Online Preventive Healthcare Platform,bangalore,private equity,"1,50,00,000",15000000.0,private_equity
04/07/2016,StitchWood,ecommerce,Custom Furniture Online,mumbai,seed funding,"2,00,000",200000.0,seed
04/07/2016,Grab.in,logistics,hyperlocal logistics service,mumbai,private equity,"20,00,000",2000000.0,private_equity
04/07/2016,NeoGrowth,finance,SME Lending platform,mumbai,private equity,"1,60,00,000",16000000.0,private_equity
05/07/2016,SeeDoc,consumer internet,Video Based Doctor Consulting platform App,gurgaon,private equity,"10,00,000",1000000.0,private_equity
05/07/2016,BookMyShow,consumer internet,Event & Movie Ticketing platform,mumbai,private equity,"8,20,00,000",82000000.0,private_equity
05/07/2016,Flyrobe,ecommerce,Online fashion rental platform,mumbai,seed funding,"17,00,000",1700000.0,seed
06/07/2016,HappilyUnmarried,ecommerce,Online Merchandize etailer,new delhi,private equity,"7,40,000",740000.0,private_equity
06/07/2016,Don\\xe2\\x80\\x99t Scratch Your Head,technology,Full Stack Offline & Online ERP Solution,ahmedabad,seed funding,"2,50,000",250000.0,seed
06/07/2016,Wedding Wishlist,consumer internet,"Wedding Wishlist, Gifts & Registry Creation platform",chennai,seed funding,"2,97,000",297000.0,seed
07/07/2016,AppDaily,technology,Mobile Security App development & Distribution,mumbai,private equity,"20,00,000",2000000.0,private_equity
07/07/2016,Adytude,consumer internet,Gamified Consumer Insights Portal,new delhi,private equity,"10,00,000",1000000.0,private_equity
08/07/2016,HolaChef,consumer internet,Online Food Ordering & Delivery Platform,mumbai,private equity,"19,50,000",1950000.0,private_equity
11/07/2016,Purplle,ecommerce,Beauty Products Marketplace,mumbai,private equity,"60,00,000",6000000.0,private_equity
11/07/2016,Trak N Tell,technology,Car Tracking & Safety System,gurgaon,private equity,"35,00,000",3500000.0,private_equity
11/07/2016,Overcart.com,ecommerce,Unboxed & refurbished electronic products marketplace,gurgaon,private equity,"30,00,000",3000000.0,private_equity
12/07/2016,SirionLabs,technology,SAAS based Service Agreement Management,gurgaon,private equity,"1,22,50,000",12250000.0,private_equity
13/07/2016,YAAP,consumer internet,"Online Content Discovery, Creation & Distribution Platform",new delhi,private equity,"50,00,000",5000000.0,private_equity
13/07/2016,Twigly,consumer internet,Online Food Ordering & Delivery Startup,gurgaon,seed funding,"6,00,000",600000.0,seed
13/07/2016,ShareChat,consumer internet,Vernacular Language Content Creation & Sharing App,bangalore,private equity,"13,50,000",1350000.0,private_equity
13/07/2016,RentMojo,consumer internet,Online Furniture Renting Platform,bangalore,private equity,"50,00,000",5000000.0,private_equity
14/07/2016,Augrav,ecommerce,Personalized precious Jewellery etailer,coimbatore,seed funding,"4,50,000",450000.0,seed
14/07/2016,ShoppinPal,technology,M-Commerce Solutions for Retail Stores,pune,private equity,"10,70,000",1070000.0,private_equity
15/07/2016,WorkApps,technology,Enterprise Work Management Software,pune,seed funding,"10,00,000",1000000.0,seed
15/07/2016,BankerBay,consumer internet,Online Investment Banking platform,bangalore,private equity,"20,00,000",2000000.0,private_equity
15/07/2016,TripShelf,ecommerce,Travel Package Marketplace,new delhi,seed funding,"2,50,000",250000.0,seed
15/07/2016,Ridlr,consumer internet,Public Transport Mobile App,mumbai,private equity,"60,00,000",6000000.0,private_equity
18/07/2016,Yellowdig,consumer internet,Online Learning Platform,pune,seed funding,"6,50,000",650000.0,seed
18/07/2016,Zuppler,consumer internet,Online Food Ordering platform,new delhi,seed funding,"6,50,000",650000.0,seed
18/07/2016,BlueStone,ecommerce,Jewellery Etailer,mumbai,private equity,"3,00,00,000",30000000.0,private_equity
19/07/2016,Sagacito,technology,Cloud-Based Enterprise Solutions,new delhi,private equity,"1,00,00,000",10000000.0,private_equity
19/07/2016,Deal4Loans / Wishfin,consumer internet,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,noida,private equity,"1,50,00,000",15000000.0,private_equity
19/07/2016,NiYO Solutions,technology,Payroll & Benefits Software solutions,bangalore,private equity,"10,00,000",1000000.0,private_equity
19/07/2016,AppLop,consumer internet,Mobile Apps SaaS Platform,gurgaon,seed funding,"2,50,000",250000.0,seed
20/07/2016,Tax2Win,consumer internet,Online Tax Filing Portal,jaipur,private equity,"10,00,000",1000000.0,private_equity
20/07/2016,Truckola,logistics,Tech-focused cargo transport startup,mumbai,seed funding,"5,95,000",595000.0,seed
21/07/2016,MyTaxiIndia,consumer internet,Online Car rental booking platform,new delhi,private equity,"10,00,000",1000000.0,private_equity
21/07/2016,Wiwigo,consumer internet,Inter-City Taxi Booking platform,bangalore,seed funding,"5,95,000",595000.0,seed
02/06/2016,Atomberg,technology,"smart, energy efficient home appliance manufacturer",mumbai,private equity,"10,00,000",1000000.0,private_equity
02/06/2016,Limo,consumer internet,Bus Aggregator Mobile app,mumbai,private equity,"10,00,000",1000000.0,private_equity
03/06/2016,GoGo Truck,consumer internet,Truck Aggregator & Booking platform,chennai,seed funding,"75,000",75000.0,seed
03/06/2016,Vyome Biosciences,healthcare,Treatment Development for Antibiotic-resistant diseases,new delhi,private equity,"20,00,000",2000000.0,private_equity
06/06/2016,SillyMonks,consumer internet,Digital Media and Entertainment Startup,hyderabad,seed funding,"4,48,000",448000.0,seed
07/06/2016,CueMath,education,K-12 Maths Learning Courses,bangalore,private equity,"40,00,000",4000000.0,private_equity
07/06/2016,KrazyBee,consumer internet,Student Micro-Loan platform,bangalore,private equity,"20,00,000",2000000.0,private_equity
07/06/2016,Intgrea,technology,Post merger Integration Partners,bangalore,seed funding,"1,00,000",100000.0,seed
07/06/2016,HelpShift,technology,Mobile CRM Platform,pune,private equity,"2,30,00,000",23000000.0,private_equity
07/06/2016,CreditVidya,technology,Credit Scoring Platform,mumbai,private equity,"10,00,000",1000000.0,private_equity
08/06/2016,Grey Campus,consumer internet,Online Learning Platform,hyderabad,seed funding,"10,00,000",1000000.0,seed
08/06/2016,ListUp,ecommerce,Location based Classified Mobile app,mumbai,seed funding,"5,00,000",500000.0,seed
08/06/2016,6Degree,technology,Tech-enabled Fashion Talent platform,mumbai,seed funding,"2,00,000",200000.0,seed
08/06/2016,StoreKing,ecommerce,Connecting Small Town Consumers to E-Commerce,bangalore,private equity,"1,60,00,000",16000000.0,private_equity
08/06/2016,MySeniorDoctor,consumer internet,Online medical support platform,gurgaon,seed funding,"2,00,000",200000.0,seed
09/06/2016,EPayLater,technology,Fin-Tech Platform,mumbai,seed funding,"20,00,000",2000000.0,seed
10/06/2016,Paytunes,consumer internet,Mobile based rewards platform,new delhi,private equity,"5,00,000",500000.0,private_equity
13/06/2016,Bombay Shirt Company,ecommerce,Online custom Shirt retailer,mumbai,private equity,"10,00,000",1000000.0,private_equity
13/06/2016,Matrubharti,consumer internet,e-Book Publisher,unknown,seed funding,"30,000",30000.0,seed
14/06/2016,Jivox,technology,Data Driven Advertising platform,bangalore,private equity,"60,00,000",6000000.0,private_equity
14/06/2016,Sminq,consumer internet,Queue management Mobile app,pune,seed funding,"10,00,000",1000000.0,seed
14/06/2016,CureJoy,consumer internet,Online Alternative health community platform,bangalore,private equity,"44,00,000",4400000.0,private_equity
15/06/2016,Oneway.cab,consumer internet,Taxi Rental Platform,vadodara,seed funding,"4,50,000",450000.0,seed
16/06/2016,Diro Labs,consumer internet,Contact Management Mobile App,new delhi,private equity,"4,50,000",450000.0,private_equity
16/06/2016,Unnati Helpers,consumer internet,Help Hiring Platform,gurgaon,private equity,"6,00,000",600000.0,private_equity
16/06/2016,Voonik,ecommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,bangalore,private equity,"2,00,00,000",20000000.0,private_equity
17/06/2016,Cleartax,consumer internet,Online Tax Filing Platform,new delhi,private equity,"1,20,00,000",12000000.0,private_equity
17/06/2016,Silvan Innovation Labs,technology,Home Automation Solutions,bangalore,private equity,"9,00,000",900000.0,private_equity
17/06/2016,GreytHR,technology,Payroll & HR Software Developer,bangalore,private equity,"52,00,000",5200000.0,private_equity
21/06/2016,Onspoon,consumer internet,Online Platform for Event Sponsorship,mumbai,seed funding,"1,50,000",150000.0,seed
21/06/2016,Celerix,technology,Fintech Product Development & Services Startup,bangalore,seed funding,"4,00,000",400000.0,seed
21/06/2016,NatureNama,consumer internet,Online Outdoors & travel,mumbai,seed funding,"2,25,000",225000.0,seed
21/06/2016,Syona Cosmetics,fmcg,Beauty Products & Training to Salons & Spas,chennai,seed funding,"1,50,000",150000.0,seed
21/06/2016,PrettySecrets,ecommerce,Women Lingerie Store,mumbai,private equity,"60,00,000",6000000.0,private_equity
22/06/2016,SpiderG,consumer internet,Online invoice app for SMEs,pune,seed funding,"1,50,000",150000.0,seed
23/06/2016,FarEye,technology,Logistics Management Software,new delhi,private equity,"35,00,000",3500000.0,private_equity
23/06/2016,The Uolo,consumer internet,School Parent Communication App,bangalore,seed funding,"2,10,000",210000.0,seed
24/06/2016,Drivify,consumer internet,Professional Driver discovery & Booking Mobile app,mumbai,seed funding,"50,000",50000.0,seed
24/06/2016,ParaBlu,technology,Cloud Data Security & Privacy Solutions,bangalore,seed funding,"5,00,000",500000.0,seed
24/06/2016,Schedulers Logistics,logistics,Cold Storage Logistics solutions,mumbai,private equity,"60,00,000",6000000.0,private_equity
24/06/2016,LEAP India,others,Supply Chain Equipment & Services provider,mumbai,private equity,"30,00,000",3000000.0,private_equity
24/06/2016,KabadiExpress,others,Free Door Step Scrap Pickup Service,new delhi,seed funding,"1,48,000",148000.0,seed
27/06/2016,YourDost,consumer internet,Online counselling & Personal coaching platform,bangalore,seed funding,"12,00,000",1200000.0,seed
27/06/2016,Gomalon,consumer internet,Online Spa & Salon discovery & Booking platform,bangalore,seed funding,"1,00,000",100000.0,seed
27/06/2016,Travelyaari,consumer internet,Online ticket booking platform,bangalore,private equity,"30,00,000",3000000.0,private_equity
28/06/2016,FabHotels,consumer internet,Online Hotel aggregator & Booking platform,gurgaon,private equity,"80,00,000",8000000.0,private_equity
28/06/2016,Locanix,technology,GPS based SaaS Solutions,ahmedabad,seed funding,"3,00,000",300000.0,seed
28/06/2016,LendingKart,consumer internet,Online Working Capital Business Loans Platform,ahmedabad,private equity,"3,20,00,000",32000000.0,private_equity
28/06/2016,Hello Tax,consumer internet,Online Tax Filing Platform,new delhi,seed funding,"2,95,000",295000.0,seed
29/06/2016,LetReach,ecommerce,ECommerce SAAS Solutions,new delhi,private equity,"1,00,000",100000.0,private_equity
29/06/2016,TrendieApp,technology,Visual Content Marketing,kolkata,seed funding,"50,000",50000.0,seed
29/06/2016,Velvetcase,ecommerce,Online designer jewellery marketplace,mumbai,private equity,"15,00,000",1500000.0,private_equity
30/06/2016,Meru Cabs,consumer internet,Online/ Mobile Tax Cab booking,mumbai,private equity,"2,50,00,000",25000000.0,private_equity
30/06/2016,Campus Diaries,consumer internet,Student focussed Content Discovery portal,bangalore,seed funding,"2,20,000",220000.0,seed
30/06/2016,Biryani Blues,food and beverage,QSR Chain,gurgaon,private equity,"3,68,000",368000.0,private_equity
01/05/2016,Get My Parking,technology,Parking Technology Platform,new delhi,seed funding,"3,76,000",376000.0,seed
01/05/2016,Prescribez,consumer internet,Health Service Aggregator Platform,pune,seed funding,"1,45,000",145000.0,seed
03/05/2016,Mobikwik,consumer internet,Mobile & Digital Wallet,gurgaon,private equity,"5,00,00,000",50000000.0,private_equity
03/05/2016,Zwayam,consumer internet,Online Recruitment Platform,bangalore,seed funding,"2,50,000",250000.0,seed
03/05/2016,Zuver,consumer internet,Car driver Discovery App,mumbai,seed funding,"1,80,000",180000.0,seed
04/05/2016,EasyRoads,consumer internet,Road Trip planning Mobile app,mumbai,seed funding,"2,00,000",200000.0,seed
04/05/2016,Lenskart,ecommerce,Eyewear & Accessories etailer,new delhi,private equity,"6,00,00,000",60000000.0,private_equity
04/05/2016,Seclore,technology,Enterprise Security Technology platform,mumbai,private equity,"1,20,00,000",12000000.0,private_equity
04/05/2016,SolarTown,technology,Solar Rooftop system installation company,chennai,seed funding,"2,00,000",200000.0,seed
04/05/2016,Comarete,technology,Telecom & Media IT services company,pune,seed funding,"2,00,000",200000.0,seed
04/05/2016,MyDentistChoice,ecommerce,Medical Supplies eTailer,hyderabad,seed funding,"1,50,000",150000.0,seed
04/05/2016,Active.ai,technology,Intelligent Tech platform for Finance vertical,singapore,seed funding,"5,00,000",500000.0,seed
04/05/2016,Affordplan,technology,Affordable non-emergency medical service health plans,new delhi,seed funding,"5,00,000",500000.0,seed
04/05/2016,Indee,consumer internet,Web Video Streaming Platform,bangalore,seed funding,"5,00,000",500000.0,seed
05/05/2016,WebAlligator,consumer internet,Cloud Based Software Solutions,bangalore,seed funding,"3,75,000",375000.0,seed
06/05/2016,EduAce Services,education,Education Workshops & mentoring programs,lucknow,private equity,"10,00,000",1000000.0,private_equity
07/05/2016,Zebroads,logistics,Logistics and Warehousing services,hyderabad,seed funding,"75,000",75000.0,seed
09/05/2016,Locus,technology,Logistics Intelligence platform,bangalore,private equity,"27,50,000",2750000.0,private_equity
09/05/2016,Toko Innovations,consumer internet,Children\\xe2\\x80\\x99s Entertainment Portal,bangalore,seed funding,"4,50,000",450000.0,seed
09/05/2016,Rentickle,ecommerce,"Furniture, appliances Portal",new delhi,seed funding,"2,50,000",250000.0,seed
10/05/2016,HealthifyMe,consumer internet,Health & Fitness App,bangalore,private equity,"60,00,000",6000000.0,private_equity
10/05/2016,Zarget,consumer internet,Conversion Rate Optimization Platform,chennai,private equity,"15,00,000",1500000.0,private_equity
10/05/2016,InnoNano Research,technology,Clean Water Technology,chennai,private equity,"1,80,00,000",18000000.0,private_equity
10/05/2016,SchoolWear,ecommerce,School Uniform & Supplies Marketplace,mumbai,seed funding,"15,00,000",1500000.0,seed
10/05/2016,Swiggy,consumer internet,Food Delivery Platform,bangalore,private equity,"70,00,000",7000000.0,private_equity
11/05/2016,Zenify,consumer internet,Home rental Discovery & Booking Portal,bangalore,private equity,"9,00,000",900000.0,private_equity
11/05/2016,Fractal Analytics,technology,Data Analytics Company,mumbai,private equity,"10,00,00,000",100000000.0,private_equity
12/05/2016,Unacademy,consumer internet,Free Online Education Platform,bangalore,seed funding,"5,00,000",500000.0,seed
12/05/2016,Capital Float,consumer internet,Online Lending Platform,bangalore,private equity,"2,50,00,000",25000000.0,private_equity
12/05/2016,Life Circle,healthcare,Senior Healthcare Services,hyderabad,private equity,"1,50,000",150000.0,private_equity
13/05/2016,StayZilla,consumer internet,Budget Room Aggregator Booking platform,chennai,private equity,"1,35,00,000",13500000.0,private_equity
13/05/2016,WoW Express,logistics,E-Commerce Logistics Solutions,mumbai,private equity,"22,00,000",2200000.0,private_equity
16/05/2016,Smartivity,ecommerce,Smart Learning products,delhi,private equity,"10,00,000",1000000.0,private_equity
18/05/2016,TheSmartQ,consumer internet,Food Ordering Mobile App,bangalore,seed funding,"2,50,000",250000.0,seed
18/05/2016,PurpleHealth,consumer internet,Online health-on-demand platform,trivandrum,seed funding,"1,00,000",100000.0,seed
18/05/2016,EduPristine,education,Online Certification Courses,mumbai,private equity,"1,00,00,000",10000000.0,private_equity
18/05/2016,BhiveWorkspace,reality,Co-Working Spaces,bangalore,private equity,"10,00,000",1000000.0,private_equity
19/05/2016,Appie,consumer internet,Location-based offline retail discovery platform,mumbai,seed funding,"10,00,000",1000000.0,seed
19/05/2016,TaxiVaxi,consumer internet,Cab Aggregating Platform,new delhi,seed funding,"5,00,000",500000.0,seed
19/05/2016,Veqta,consumer internet,On Demand Digital Sports Network,new delhi,seed funding,"5,00,000",500000.0,seed
20/05/2016,i2ifunding,consumer internet,Online Peer to Peer Funding,noida,seed funding,"3,00,000",300000.0,seed
23/05/2016,Hoppingo,consumer internet,Fashion Discovery platform,new delhi,seed funding,"89,000",89000.0,seed
24/05/2016,Goalwise,consumer internet,Online investment platform,bangalore,seed funding,"10,00,000",1000000.0,seed
25/05/2016,Address Health,healthcare,Pediatric Primary Healthcare Network,bangalore,private equity,"15,00,000",1500000.0,private_equity
25/05/2016,Arcatron Mobility,technology,Mobility Devices for differently abled,pune,seed funding,"1,00,000",100000.0,seed
26/05/2016,Cleartax,consumer internet,Online Income Tax Filing platform,bangalore,private equity,"20,00,000",2000000.0,private_equity
26/05/2016,mChamp,consumer internet,Celebrity Entertainment Contest App,new delhi,seed funding,"4,75,000",475000.0,seed
30/05/2016,Vahanalytics,technology,Safe driving Analytics platform,mumbai,seed funding,"2,00,000",200000.0,seed
31/05/2016,Koovs,ecommerce,Apparel & Lifestyle eTailer,new delhi,private equity,"44,00,000",4400000.0,private_equity
31/05/2016,CCavenue,consumer internet,Payment Gateway,mumbai,private equity,"89,00,000",8900000.0,private_equity
31/05/2016,MachaDalo,consumer internet,Hyperlocal Advertising Platform,mumbai,seed funding,"1,75,000",175000.0,seed
01/04/2016,Dil Mil,consumer internet,Matchmaking Mobile App,sfo / bangalore,private equity,"27,00,000",2700000.0,private_equity
04/04/2016,Hungama,consumer internet,Digital Media Entertainment Portal,mumbai,private equity,"2,50,00,000",25000000.0,private_equity
06/04/2016,Shipsy,logistics,Logistics Solutions,gurgaon,private equity,"10,00,000",1000000.0,private_equity
06/04/2016,gear6,consumer internet,Online bike service and repairs platform,bangalore,seed funding,"5,00,000",500000.0,seed
06/04/2016,MyGlamm,consumer internet,Mobile based on-demand Beauty Services platform,mumbai,private equity,"60,00,000",6000000.0,private_equity
06/04/2016,Petoo,consumer internet,Online Food Delivery Platform,bangalore,private equity,"10,00,000",1000000.0,private_equity
08/04/2016,imedilane,consumer internet,Online Health Diagnosis platform,new delhi,seed funding,"40,000",40000.0,seed
11/04/2016,Living Local,consumer internet,Social discovery platform,mumbai,seed funding,"2,00,000",200000.0,seed
11/04/2016,Oyo,consumer internet,Online Branded Budget Room Booking Service,new delhi,private equity,"10,00,00,000",100000000.0,private_equity
11/04/2016,PriceRaja,consumer internet,Price Comparison Portal,gurgaon,seed funding,"3,00,000",300000.0,seed
12/04/2016,MagicX,consumer internet,On-Demand Task Management App,bangalore,seed funding,"10,00,000",1000000.0,seed
13/04/2016,Legalraasta,consumer internet,Online legal Services for Startups,new delhi,seed funding,"10,00,000",1000000.0,seed
13/04/2016,RainCan,consumer internet,Subscription-based grocery delivery Mobile App,pune,seed funding,"1,50,000",150000.0,seed
13/04/2016,Hippily,ecommerce,Fashion ECommerce App,mumbai,seed funding,"2,50,000",250000.0,seed
13/04/2016,kredX,ecommerce,Invoice discounting\\xc2\\xa0 Marketplace,bangalore,seed funding,"7,50,000",750000.0,seed
14/04/2016,BeaconsTalk,technology,contextual mobile advertising,mumbai,seed funding,"1,00,000",100000.0,seed
15/04/2016,RenewBuy,consumer internet,Online Car & Bike Insurance Comparison portal,new delhi,seed funding,"10,00,000",1000000.0,seed
15/04/2016,Vyomo,consumer internet,On-Demand Beauty Service provider,new delhi,private equity,"1,50,00,000",15000000.0,private_equity
15/04/2016,NestAway,consumer internet,Furnished Home Rental Platform,bangalore,private equity,"3,00,00,000",30000000.0,private_equity
15/04/2016,Tapchief,consumer internet,Expert Advice Platform,bangalore,seed funding,"1,50,000",150000.0,seed
18/04/2016,Jugnoo,consumer internet,On-demand Delivery & Logistics platform,chandigarh,private equity,"1,00,00,000",10000000.0,private_equity
19/04/2016,Betaout,ecommerce,customer intelligence and marketing automation platform,noida,private equity,"15,00,000",1500000.0,private_equity
19/04/2016,DriversCart,consumer internet,on-demand chauffeur provider,chennai,seed funding,"4,50,000",450000.0,seed
19/04/2016,CollegeDekho,consumer internet,College & Student information platform,new delhi,private equity,"20,00,000",2000000.0,private_equity
20/04/2016,1mg,ecommerce,Online Pharmacy,gurgaon,private equity,"1,50,00,000",15000000.0,private_equity
22/04/2016,Licious,ecommerce,Mobile based Meat ordering App,bangalore,private equity,"30,00,000",3000000.0,private_equity
22/04/2016,TOKO Innovation Studios,consumer internet,Children\xe2\x80\x99s Entertainment Games & Products,new delhi,seed funding,"4,50,000",450000.0,seed
25/04/2016,Commut,consumer internet,Shuttle Service Provider,hyderabad,seed funding,"2,00,000",200000.0,seed
25/04/2016,Dropkaffe,food and beverage,Ready-to-Drink Beverage Producer,bangalore,seed funding,"5,50,000",550000.0,seed
26/04/2016,Transerv,consumer internet,Digital Payments platform,mumbai,private equity,"1,50,00,000",15000000.0,private_equity
26/04/2016,ClearTax,consumer internet,Online filing of Tax returns,bangalore,private equity,"13,00,000",1300000.0,private_equity
26/04/2016,Roposo,ecommerce,Social Fashion ECommerce Discovery platform,gurgaon,private equity,"1,50,00,000",15000000.0,private_equity
27/04/2016,MilkBasket,consumer internet,Micro Grocery Delivery Platform,gurgaon,seed funding,"5,00,000",500000.0,seed
27/04/2016,ICHR,consumer internet,Mobile based Children health Information app,new delhi,seed funding,"4,50,000",450000.0,seed
28/04/2016,The Wedding Brigade,consumer internet,Online Wedding Information Portal,mumbai,seed funding,"6,00,000",600000.0,seed
28/04/2016,DocsApp,consumer internet,Online Doctor Discovery & Chat platform,bangalore,private equity,"12,00,000",1200000.0,private_equity
29/04/2016,Impact Guru,consumer internet,Online Crowdfunding platform for NGOs & Social Projects,mumbai,seed funding,"5,00,000",500000.0,seed
29/04/2016,LetReach,ecommerce,ECommerce SAAS Solutions,new delhi,private equity,"1,00,000",100000.0,private_equity
02/03/2016,MoMark,consumer internet,Mobile Wallet Aggregation platform,noida,private equity,"6,00,000",600000.0,private_equity
02/03/2016,Systemantics,technology,Industrial robots maker,bangalore,private equity,"14,00,000",1400000.0,private_equity
03/03/2016,Imarticus Learning,education,Financial Services & Analytics Education Institute,mumbai,private equity,"10,00,000",1000000.0,private_equity
03/03/2016,Shouut,consumer internet,Social Discovery Mobile app,new delhi,seed funding,"5,00,000",500000.0,seed
04/03/2016,Aahaa,ecommerce,Office Products Super Store,chennai,private equity,"10,00,000",1000000.0,private_equity
04/03/2016,FTCash,consumer internet,Mobile Payments Platform,kolkata,seed funding,"1,50,000",150000.0,seed
04/03/2016,Zappka,consumer internet,Mobile App discovery and review platform,gurgaon,seed funding,"1,00,000",100000.0,seed
04/03/2016,medECUBE,healthcare,Healthcare related Services provider,gurgaon,private equity,"40,00,000",4000000.0,private_equity
07/03/2016,N.O.W,consumer internet,Bike Taxi Service & Hyperlocal Delivery App,noida,seed funding,"5,00,000",500000.0,seed
07/03/2016,Ninjacart,ecommerce,B2B marketplace for Farmers & Retailers,bangalore,private equity,"30,00,000",3000000.0,private_equity
07/03/2016,Reach,consumer internet,Cross Platform P2P file sharing mobile app,bangalore,seed funding,"5,00,000",500000.0,seed
07/03/2016,Vanity Cube,consumer internet,Hyperlocal Beauty Services platform,new delhi,seed funding,"2,50,000",250000.0,seed
07/03/2016,Medidaili,consumer internet,Medical Support service platform,bangalore,seed funding,"1,00,000",100000.0,seed
08/03/2016,LoveCycles,consumer internet,Women\\xe2\\x80\\x99s health Tracker,bangalore,seed funding,"7,50,000",750000.0,seed
08/03/2016,Kartrocket,ecommerce,ECommerce SAAS platform,new delhi,private equity,"80,00,000",8000000.0,private_equity
08/03/2016,dunzo,consumer internet,Daily Task Management App,bangalore,seed funding,"6,50,000",650000.0,seed
09/03/2016,SmartVizX,technology,Virtual Reality Solutions,noida,seed funding,"5,00,000",500000.0,seed
09/03/2016,MyGubbi,real estate,Interior Design & Home D\\xc3\\xa9cor Solutions,bangalore,seed funding,"25,00,000",2500000.0,seed
09/03/2016,Nukkad Shops,consumer internet,Hyperlocal Grocery Delivery Service,hyderabad,seed funding,"10,00,000",1000000.0,seed
09/03/2016,Justride,consumer internet,Self Drive Car Rental,mumbai,seed funding,"4,00,000",400000.0,seed
10/03/2016,Big Fish Ventures,food and beverage,premium dining lounges Chain,new delhi,private equity,"1,11,00,000",11100000.0,private_equity
10/03/2016,Icertis,technology,Contract Management Software Solutions platform,pune/seattle,private equity,"1,50,00,000",15000000.0,private_equity
10/03/2016,Supplified,ecommerce,Construction material eTailer,new delhi,seed funding,"10,00,000",1000000.0,seed
14/03/2016,PinkBlue,ecommerce,Medical Supplies eTailer,bangalore,seed funding,"2,23,608",223608.0,seed
14/03/2016,TruckingCube,logistics,"Domestic, Commercial, and Industrial Goods Movers",new delhi,private equity,"1,49,00,000",14900000.0,private_equity
15/03/2016,FlipClass,consumer internet,Tutor Search Platform,bangalore,private equity,"10,00,000",1000000.0,private_equity
15/03/2016,Proximit,technology,Advertising Technology,pune,seed funding,"1,50,000",150000.0,seed
15/03/2016,WithMe,consumer internet,Personalized Fashion App,gurgaon,seed funding,"2,50,000",250000.0,seed
16/03/2016,Gapoon,consumer internet,Hyperlocal Home Maintenance services,bangalore,seed funding,"1,80,000",180000.0,seed
16/03/2016,Wealthy,consumer internet,Online Investment management portal,bangalore,seed funding,"2,50,000",250000.0,seed
17/03/2016,Pramati,healthcare,Specialized Patient Care platform,noida,seed funding,"2,00,000",200000.0,seed
17/03/2016,Qlivery,consumer internet,Ondemand Concierge Service,gurgaon,seed funding,"2,30,000",230000.0,seed
17/03/2016,HealthEnablr,consumer internet,Doctor Discovery and booking platform,mumbai,seed funding,"8,00,000",800000.0,seed
17/03/2016,Liftiee,consumer internet,Car/ bike Pooling App,mumbai,seed funding,"1,08,000",108000.0,seed
18/03/2016,Hello Curry,food and beverage,Quick Service Restaurant Chain,hyderabad,private equity,"15,00,000",1500000.0,private_equity
19/03/2016,goSporto,consumer internet,Online Sports discovery and booking platform,new delhi,seed funding,"30,000",30000.0,seed
21/03/2016,Room On Call,consumer internet,Budget hotel aggregator,gurgaon,private equity,"20,00,000",2000000.0,private_equity
22/03/2016,Byju\\xe2\\x80\\x99s,consumer internet,Educational Video Content Creator,bangalore,private equity,"7,50,00,000",75000000.0,private_equity
22/03/2016,BigBasket,ecommerce,Online Grocery Shop,bangalore,private equity,"15,00,00,000",150000000.0,private_equity
22/03/2016,DrivoJoy,consumer internet,On-demand 2-wheeler Servicing platform,bangalore,seed funding,"6,00,000",600000.0,seed
22/03/2016,CreditSeva,consumer internet,Online Credit management tools,hyderabad,seed funding,"3,60,000",360000.0,seed
23/03/2016,Endless Robotics,technology,Interior Painting Automation,hyderabad,seed funding,"1,00,000",100000.0,seed
23/03/2016,SP Robotics,technology,Robotic Classes for Students,chennai,seed funding,"3,00,000",300000.0,seed
23/03/2016,eKincare,consumer internet,Healthcare related solutions,hyderabad,private equity,"3,30,000",330000.0,private_equity
23/03/2016,Wheelstreet,consumer internet,Online Bike Rental platform,bangalore,private equity,"5,00,000",500000.0,private_equity
24/03/2016,Horntell,consumer internet,Unified Push Notification service,gurgaon,seed funding,"1,50,000",150000.0,seed
28/03/2016,Schoolkart,ecommerce,Online Marketplace for Schools,noida,seed funding,"3,00,000",300000.0,seed
29/03/2016,Babygogo,consumer internet,Child healthcare experts aggregator mobile app,new delhi,seed funding,"3,00,000",300000.0,seed
